"AED모델명","우편번호(앞자리)","우편번호(뒤자리)","관리책임자명","관리자연락처","설치기관주소","설치기관전화번호","설치위치","제조사","설치기관명","경도","위도"
"NFK200","040","69","한덕만","02-333-5007","서울특별시 마포구 독막로 145","023335007","경비실 앞","(주)씨유메디칼","서강쌍용예가아파트","126.9294408321","37.5483616362"
"NFK200","040","93","곽순식","02-712-6853","서울특별시 마포구 토정로14길 38","027126853","관리실 입구","(주)씨유메디칼","서강GS아파트","126.9311557975","37.5440702898"
"NFK200","042","04","장한익","02-719-4924","서울특별시 마포구 마포대로20길 26","027194924","경비실뒤 감시실","(주)씨유메디칼","삼성래미안공덕2차","126.9596130791","37.5510247464"
"NFK2000","041","31","원유미","701-9116","서울특별시 마포구 마포대로 173-15","7019116","A블럭관리사무소내","(주)씨유메디칼","공덕5차래미안아파트","126.9521804765","37.5507372548"
"i-PAD NFK200","033","02","신연경","02-358-0120","서울특별시 은평구 진관3로 38 진관지구대 (진관동)","02-350-1930","지구대 조사실내","씨유메디칼시스템","진관파출소","126.9208996447","37.6399452531"
"i-PAD NFK200","033","03","김남주","02-351-3458","서울특별시 은평구 진관4로 48-25","02-350-1693","1층 소내","씨유메디칼시스템","상림치안센터","126.9289430338","37.6442168922"
"i-PAD NFK200","033","05","김형남","02-357-8112","서울특별시 은평구 진관2로 125 은평뉴타운치안센터 (진관동)","023578112","1층 소내","씨유메디칼시스템","신도치안센터","126.9313518744","37.6343350575"
"NFK200","033","11","이상렬","02-357-5607","서울특별시 은평구 진관1로 21-9 (진관동 은평뉴타운 박석고개)","023575607","관리실 안 입구","(주)씨유메디칼","은평뉴타운박석고개12단지","126.9195046595","37.6329259967"
"NFK200","033","11","최영경","02-357-5164","서울특별시 은평구 진관1로 21-10 (진관동 은평뉴타운 박석고개)","023575164","관리실 안 입구","(주)씨유메디칼","은평뉴타운박석고개1단지","126.9193989803","37.6342701948"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 39층 (서초동)","22553377","B파트","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","오진섭","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 26층 (서초동)","22553377","B파트","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 38층 (서초동)","22553377","38층 A파트동측","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B8층 (서초동)","22553377","시설 사무실 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B1층 (서초동)","22553377","빌딩운영센터","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 1층 (서초동)","22553377","홍보관 데스크 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B7층 (서초동)","22553377","셔틀 승강기 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B5층 (서초동)","22553377","셔틀 승강기 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩  42층 (서초동)","22553377","42층 B파트서측","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 1층 (서초동)","22553377","라운지 앞(남측)","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B8층 (서초동)","22553377","전기실 입구 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩  39층 (서초동)","22553377","A파트","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩  B1층 (서초동)","22553377","우리은행 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 40층 (서초동)","22553377","상황실","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B2층 (서초동)","22553377","셔틀 승강기 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 B3층 (서초동)","22553377","셔틀 승강기 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 41층 (서초동)","22553377","41층 A파트동측","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 30층 (서초동)","22553377","승강기홀입구(동측)","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩 31층 (서초동)","22553377","31층 북측","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"AED-3100L","066","20","빌딩운영센터(방재실)","2255-3377","서울특별시 서초구 서초대로74길 11 삼성전자빌딩  B4층 (서초동)","22553377","셔틀 승강기 앞","니혼코덴","삼성전자서초사옥","127.0269144605","37.4966333557"
"NF1200","069","98","황기선","02-3481-4941","서울특별시 동작구 동작대로29길 118 사당5단지신동아아파트 (사당동)","0234814941","501동 1-6현관","씨유메디컬시스템","사당5단지신동아","126.9771495794","37.4910406699"
"HeartOn A10","048","00","김유정","010-7613-7708","서울특별시 성동구 동일로43길 13 송정동주민센터 (송정동)","01076137708","민원실 복지소식함 옆","메디아나","송정동주민센터","127.0695685069","37.5545330698"
"HeartOn A10","048","05","김남훈","02-2286-7530","서울특별시 성동구 용답중앙23길 20 용답동주민센터 (용답동)","0222867530","1층 민원실 입구","메디아나","용답동주민센터","127.0555682941","37.5640678106"
"HeartOn A10","075","97","이희봉","02-2658-5000","서울특별시 강서구 방화대로34길 65","02-700-4192","1층 현관입구","메디아나","서울경찰청 제8기동단","126.8200394616","37.5710840255"
"HeartOn A10","075","97","이순봉","02-2658-5000","서울특별시 강서구 방화대로34길 65","02-700-4192","5층 엘리베이터 앞","메디아나","서울경찰청 제8기동단","126.8200394616","37.5710840255"
"Heart0n A10","075","58","김균병","02-2656-0910","서울특별시 강서구 공항대로 지하 631 염창역","0226560910","지하철 9호선 염창역","메디아나","서울메트로9호선 염창역","126.8750050058","37.5470593072"
"HeartON A10","043","75","구기정","6311-6281","서울특별시 용산구 한강대로 지하185","02-6311-6281","지하3층  i-센터 옆","(주) 메디아나","삼각지역(6호선)","126.9736977336","37.5349954857"
"HeartON A10","043","50","송은영","02-6311-6301","서울특별시 용산구 이태원로 지하177","02-6311-6301","지하1층 아이센터 옆","(주) 메디아나","6호선 이태원역","126.9937216555","37.5344832775"
"HeartON A10","043","53","유한춘","02-6311-6291","서울특별시 용산구 녹사평대로 지하 195 6호선 녹사평역 (용산동4가)","02-6311-6292","지하2층 고객안전실 앞","(주) 메디아나","6호선 녹사평역","126.9870284733","37.5348314193"
"HeartON A10","043","47","안상신","02-6311-6311","서울특별시 용산구 이태원로 지하287","02-6311-6311","지하1층 i-센터 측면","(주) 메디아나","6호선 한강진역","127.0017482876","37.5402951544"
"1202 1210 0421","018","62","이규상","010-8811-6436","서울특별시 노원구 한글비석로 6 (하계동 학여울청구아파트)","01088116436","(하계2동) 경비실",".","학여울청구B(임대)","127.0648556528","37.6323869297"
"HeartPro NT-280","024","70","이희은","02-963-1621","서울특별시 동대문구 홍릉로 81","02-963-1621","2층 정신보건센터내","나눔테크","동대문구 치매안심센터","127.0427076375","37.5875163184"
"HeartON A10","043","18","한승남","02-6311-6271","서울특별시 용산구 백범로 지하287","02-6311-6270","지하 2층 대합실 아이센터앞 벽면","(주) 메디아나","6호선 효창공원역","126.9613185439","37.5393340423"
"HeartPlus NT-180","016","49","이정국","010-9063-9605","서울특별시 노원구 덕릉로94가길 41(상계동 상계불암대림아파트)","01090639605","상계3.4동 경비실","나눔테크","불암대림(임대)","127.0776788167","37.6640399154"
"1202 1210 0542","018","69","김영철","010-9275-8288","서울특별시 노원구 초안산로 89(월계동 월계청백1단지아파트)","02-902-0086","(월계2동) 관리사무소","나눔테크","청백1단지(임대)","127.0514246395","37.6357812534"
"Hearton A10","018","62","김용문","010-5391-5072","서울특별시 노원구 섬밭로 201 하계5단지아파트","02-976-7252","(하계2동) 경비실","메디아나","하계5단지아파트","127.0645816773","37.6332565311"
"1202 1211 0096","018","80","강민철","02-999-9402","서울특별시 노원구 월계로49길 5(월계동 월계1단지주공아파트)","02-999-9402","(월계2동) 관리사무소",".","월계주공1단지(임대)","127.0557527307","37.6284925650"
"Hearton A10","017","72","윤선미","010-2720-5010","서울특별시 노원구 덕릉로70가길 96 서울시립뇌성마비복지관 (상계동)","01027205010","(상계67동) 로비","메디아나","서울시립뇌성마비복지관","127.0565421664","37.6424935006"
"HeartOn A10","017","72","전의석","010-2765-8852","서울특별시 노원구 덕릉로70가길 73 서울시립상이군경복지관 (상계동)","01027658852","1층 물리치료실 입구","메디아나","서울시립상이군경복지관","127.0576386851","37.6428691309"
"HEARTON-A10","024","76","김상연","02-920-4600","서울특별시 동대문구 약령시로5길 22","920-4550","1층로비","메디아나","동대문종합사회복지관","127.0341969606","37.5840209857"
"Heartpro-NT-280","041","45","한천희","02-3272-0290","서울특별시 마포구 마포대로 115-8","0232720290","103동 12라인","(주)나눔테크","공덕삼성아파트","126.9511647106","37.5465526015"
"Heartpro-NT-280","041","45","한천희","02-3272-0290","서울특별시 마포구 마포대로 115-8","0232720290","104동 347라인","(주)나눔테크","공덕삼성아파트","126.9511647106","37.5465526015"
"Heartpro-NT-280","041","45","한천희","02-3272-0290","서울특별시 마포구 마포대로 115-8","0232720290","105동 7 8라인","(주)나눔테크","공덕삼성아파트","126.9511647106","37.5465526015"
"hearton a10","110","500","김진미","742-9500","서울특별시 종로구 이화동","02-742-9500","신관 2층 목욕탕","메디아나","종로노인종합복지관","127.0060270642","37.5767315195"
